,countryCode,countryName,createDate,data,elevation,latitude,longitude,measuredDate,mosquitohabitatmapperAbdomenCloseupPhotoUrls,mosquitohabitatmapperBreedingGroundEliminated,mosquitohabitatmapperComments,mosquitohabitatmapperDataSource,mosquitohabitatmapperExtraData,mosquitohabitatmapperGenus,mosquitohabitatmapperLarvaFullBodyPhotoUrls,mosquitohabitatmapperLarvaeCount,mosquitohabitatmapperLastIdentifyStage,mosquitohabitatmapperMeasuredAt,mosquitohabitatmapperMeasurementElevation,mosquitohabitatmapperMeasurementLatitude,mosquitohabitatmapperMeasurementLongitude,mosquitohabitatmapperMosquitoAdults,mosquitohabitatmapperMosquitoEggCount,mosquitohabitatmapperMosquitoEggs,mosquitohabitatmapperMosquitoHabitatMapperId,mosquitohabitatmapperMosquitoPupae,mosquitohabitatmapperSpecies,mosquitohabitatmapperUserid,mosquitohabitatmapperWaterSource,mosquitohabitatmapperWaterSourcePhotoUrls,mosquitohabitatmapperWaterSourceType,organizationId,organizationName,pid,protocol,publishDate,siteId,siteName,updateDate
8,,,2020-07-07T20:10:02,"{'mosquitohabitatmapperBreedingGroundEliminated': True, 'mosquitohabitatmapperExtraData': None, 'mosquitohabitatmapperAbdomenCloseupPhotoUrls': None, 'mosquitohabitatmapperMeasuredAt': '2020-07-07T20:06:00', 'mosquitohabitatmapperMeasurementElevation': 0, 'mosquitohabitatmapperUserid': 67145371, 'mosquitohabitatmapperLarvaeCount': '0', 'mosquitohabitatmapperMosquitoEggs': None, 'mosquitohabitatmapperMosquitoEggCount': None, 'mosquitohabitatmapperGenus': None, 'mosquitohabitatmapperWaterSource': 'ovitrap', 'mosquitohabitatmapperMosquitoAdults': None, 'mosquitohabitatmapperSpecies': None, 'mosquitohabitatmapperComments': None, 'mosquitohabitatmapperMosquitoPupae': False, 'mosquitohabitatmapperWaterSourcePhotoUrls': 'https://data.globe.gov/system/photos/2020/07/07/1742288/original.jpg', 'mosquitohabitatmapperDataSource': 'GLOBE Observer App', 'mosquitohabitatmapperLarvaFullBodyPhotoUrls': None, 'mosquitohabitatmapperMeasurementLatitude': 50.1342, 'mosquitohabitatmapperLastIdentifyStage': 'identify', 'mosquitohabitatmapperWaterSourceType': 'container: artificial', 'mosquitohabitatmapperMosquitoHabitatMapperId': 24371, 'mosquitohabitatmapperMeasurementLongitude': 8.6646}",121.6,50.134148,8.664183,2020-07-07,,True,,GLOBE Observer App,,,,0,identify,2020-07-07T20:06:00,0,50.1342,8.6646,,,,24371,False,,67145371,ovitrap,https://data.globe.gov/system/photos/2020/07/07/1742288/original.jpg,container: artificial,17327168,Germany Citizen Science,163773019,mosquito_habitat_mapper,2020-07-18T21:00:08,201962,32UMA760536,2020-07-07T20:30:03
9,,,2020-06-10T16:30:03,"{'mosquitohabitatmapperBreedingGroundEliminated': True, 'mosquitohabitatmapperExtraData': None, 'mosquitohabitatmapperAbdomenCloseupPhotoUrls': None, 'mosquitohabitatmapperMeasuredAt': '2020-06-10T14:55:00', 'mosquitohabitatmapperMeasurementElevation': 0, 'mosquitohabitatmapperUserid': 67145371, 'mosquitohabitatmapperLarvaeCount': '0', 'mosquitohabitatmapperMosquitoEggs': None, 'mosquitohabitatmapperMosquitoEggCount': None, 'mosquitohabitatmapperGenus': None, 'mosquitohabitatmapperWaterSource': 'other', 'mosquitohabitatmapperMosquitoAdults': None, 'mosquitohabitatmapperSpecies': None, 'mosquitohabitatmapperComments': '', 'mosquitohabitatmapperMosquitoPupae': True, 'mosquitohabitatmapperWaterSourcePhotoUrls': 'https://data.globe.gov/system/photos/2020/06/10/1675586/original.jpg', 'mosquitohabitatmapperDataSource': 'GLOBE Observer App', 'mosquitohabitatmapperLarvaFullBodyPhotoUrls': None, 'mosquitohabitatmapperMeasurementLatitude': 50.1358, 'mosquitohabitatmapperLastIdentifyStage': 'identify', 'mosquitohabitatmapperWaterSourceType': 'container: artificial', 'mosquitohabitatmapperMosquitoHabitatMapperId': 22973, 'mosquitohabitatmapperMeasurementLongitude': 8.6666}",121.8,50.135051,8.665575,2020-06-10,,True,,GLOBE Observer App,,,,0,identify,2020-06-10T14:55:00,0,50.1358,8.6666,,,,22973,True,,67145371,other,https://data.globe.gov/system/photos/2020/06/10/1675586/original.jpg,container: artificial,17327168,Germany Citizen Science,163661346,mosquito_habitat_mapper,2020-07-18T21:00:08,202162,32UMA761537,2020-06-12T17:00:09
10,,,2020-06-11T11:55:02,"{'mosquitohabitatmapperBreedingGroundEliminated': True, 'mosquitohabitatmapperExtraData': None, 'mosquitohabitatmapperAbdomenCloseupPhotoUrls': None, 'mosquitohabitatmapperMeasuredAt': '2020-06-11T11:49:00', 'mosquitohabitatmapperMeasurementElevation': 0, 'mosquitohabitatmapperUserid': 67145371, 'mosquitohabitatmapperLarvaeCount': '0', 'mosquitohabitatmapperMosquitoEggs': None, 'mosquitohabitatmapperMosquitoEggCount': None, 'mosquitohabitatmapperGenus': None, 'mosquitohabitatmapperWaterSource': 'ovitrap', 'mosquitohabitatmapperMosquitoAdults': None, 'mosquitohabitatmapperSpecies': None, 'mosquitohabitatmapperComments': '', 'mosquitohabitatmapperMosquitoPupae': False, 'mosquitohabitatmapperWaterSourcePhotoUrls': 'https://data.globe.gov/system/photos/2020/06/11/1677082/original.jpg', 'mosquitohabitatmapperDataSource': 'GLOBE Observer App', 'mosquitohabitatmapperLarvaFullBodyPhotoUrls': None, 'mosquitohabitatmapperMeasurementLatitude': 50.135, 'mosquitohabitatmapperLastIdentifyStage': 'identify', 'mosquitohabitatmapperWaterSourceType': 'container: artificial', 'mosquitohabitatmapperMosquitoHabitatMapperId': 22993, 'mosquitohabitatmapperMeasurementLongitude': 8.6639}",121.7,50.134144,8.662783,2020-06-11,,True,,GLOBE Observer App,,,,0,identify,2020-06-11T11:49:00,0,50.135,8.6639,,,,22993,False,,67145371,ovitrap,https://data.globe.gov/system/photos/2020/06/11/1677082/original.jpg,container: artificial,17327168,Germany Citizen Science,163664217,mosquito_habitat_mapper,2020-07-18T21:00:08,202282,32UMA759536,2020-06-14T22:35:09
11,,,2020-06-11T12:00:02,"{'mosquitohabitatmapperBreedingGroundEliminated': True, 'mosquitohabitatmapperExtraData': None, 'mosquitohabitatmapperAbdomenCloseupPhotoUrls': None, 'mosquitohabitatmapperMeasuredAt': '2020-06-11T11:53:00', 'mosquitohabitatmapperMeasurementElevation': 0, 'mosquitohabitatmapperUserid': 67145371, 'mosquitohabitatmapperLarvaeCount': '0', 'mosquitohabitatmapperMosquitoEggs': None, 'mosquitohabitatmapperMosquitoEggCount': None, 'mosquitohabitatmapperGenus': None, 'mosquitohabitatmapperWaterSource': 'ovitrap', 'mosquitohabitatmapperMosquitoAdults': None, 'mosquitohabitatmapperSpecies': None, 'mosquitohabitatmapperComments': None, 'mosquitohabitatmapperMosquitoPupae': False, 'mosquitohabitatmapperWaterSourcePhotoUrls': 'https://data.globe.gov/system/photos/2020/06/11/1677083/original.jpg', 'mosquitohabitatmapperDataSource': 'GLOBE Observer App', 'mosquitohabitatmapperLarvaFullBodyPhotoUrls': None, 'mosquitohabitatmapperMeasurementLatitude': 50.1349, 'mosquitohabitatmapperLastIdentifyStage': 'identify', 'mosquitohabitatmapperWaterSourceType': 'container: artificial', 'mosquitohabitatmapperMosquitoHabitatMapperId': 22994, 'mosquitohabitatmapperMeasurementLongitude': 8.6674}",122.5,50.134156,8.666981,2020-06-11,,True,,GLOBE Observer App,,,,0,identify,2020-06-11T11:53:00,0,50.1349,8.6674,,,,22994,False,,67145371,ovitrap,https://data.globe.gov/system/photos/2020/06/11/1677083/original.jpg,container: artificial,17327168,Germany Citizen Science,163664222,mosquito_habitat_mapper,2020-07-18T21:00:08,202283,32UMA762536,2020-06-14T22:35:08
12,,,2020-06-16T17:15:02,"{'mosquitohabitatmapperBreedingGroundEliminated': True, 'mosquitohabitatmapperExtraData': None, 'mosquitohabitatmapperAbdomenCloseupPhotoUrls': None, 'mosquitohabitatmapperMeasuredAt': '2020-06-16T17:08:00', 'mosquitohabitatmapperMeasurementElevation': 0, 'mosquitohabitatmapperUserid': 67145371, 'mosquitohabitatmapperLarvaeCount': '0', 'mosquitohabitatmapperMosquitoEggs': None, 'mosquitohabitatmapperMosquitoEggCount': None, 'mosquitohabitatmapperGenus': None, 'mosquitohabitatmapperWaterSource': 'ovitrap', 'mosquitohabitatmapperMosquitoAdults': None, 'mosquitohabitatmapperSpecies': None, 'mosquitohabitatmapperComments': None, 'mosquitohabitatmapperMosquitoPupae': False, 'mosquitohabitatmapperWaterSourcePhotoUrls': 'https://data.globe.gov/system/photos/2020/06/16/1690863/original.jpg', 'mosquitohabitatmapperDataSource': 'GLOBE Observer App', 'mosquitohabitatmapperLarvaFullBodyPhotoUrls': None, 'mosquitohabitatmapperMeasurementLatitude': 50.1347, 'mosquitohabitatmapperLastIdentifyStage': 'identify', 'mosquitohabitatmapperWaterSourceType': 'container: artificial', 'mosquitohabitatmapperMosquitoHabitatMapperId': 23194, 'mosquitohabitatmapperMeasurementLongitude': 8.6676}",122.5,50.134156,8.666981,2020-06-16,,True,,GLOBE Observer App,,,,0,identify,2020-06-16T17:08:00,0,50.1347,8.6676,,,,23194,False,,67145371,ovitrap,https://data.globe.gov/system/photos/2020/06/16/1690863/original.jpg,container: artificial,17327168,Germany Citizen Science,163685530,mosquito_habitat_mapper,2020-07-18T21:00:08,202283,32UMA762536,2020-06-17T14:10:22
13,,,2020-06-23T16:00:02,"{'mosquitohabitatmapperBreedingGroundEliminated': True, 'mosquitohabitatmapperExtraData': None, 'mosquitohabitatmapperAbdomenCloseupPhotoUrls': None, 'mosquitohabitatmapperMeasuredAt': '2020-06-23T15:54:00', 'mosquitohabitatmapperMeasurementElevation': 0, 'mosquitohabitatmapperUserid': 67145371, 'mosquitohabitatmapperLarvaeCount': '0', 'mosquitohabitatmapperMosquitoEggs': None, 'mosquitohabitatmapperMosquitoEggCount': None, 'mosquitohabitatmapperGenus': None, 'mosquitohabitatmapperWaterSource': 'ovitrap', 'mosquitohabitatmapperMosquitoAdults': None, 'mosquitohabitatmapperSpecies': None, 'mosquitohabitatmapperComments': None, 'mosquitohabitatmapperMosquitoPupae': False, 'mosquitohabitatmapperWaterSourcePhotoUrls': 'https://data.globe.gov/system/photos/2020/06/23/1708622/original.jpg', 'mosquitohabitatmapperDataSource': 'GLOBE Observer App', 'mosquitohabitatmapperLarvaFullBodyPhotoUrls': None, 'mosquitohabitatmapperMeasurementLatitude': 50.1348, 'mosquitohabitatmapperLastIdentifyStage': None, 'mosquitohabitatmapperWaterSourceType': 'container: artificial', 'mosquitohabitatmapperMosquitoHabitatMapperId': 23655, 'mosquitohabitatmapperMeasurementLongitude': 8.6674}",122.5,50.134156,8.666981,2020-06-23,,True,,GLOBE Observer App,,,,0,,2020-06-23T15:54:00,0,50.1348,8.6674,,,,23655,False,,67145371,ovitrap,https://data.globe.gov/system/photos/2020/06/23/1708622/original.jpg,container: artificial,17327168,Germany Citizen Science,163715620,mosquito_habitat_mapper,2020-07-18T21:00:08,202283,32UMA762536,2020-06-25T16:20:09
14,,,2020-06-30T18:20:02,"{'mosquitohabitatmapperBreedingGroundEliminated': True, 'mosquitohabitatmapperExtraData': None, 'mosquitohabitatmapperAbdomenCloseupPhotoUrls': None, 'mosquitohabitatmapperMeasuredAt': '2020-06-30T18:18:00', 'mosquitohabitatmapperMeasurementElevation': 0, 'mosquitohabitatmapperUserid': 67145371, 'mosquitohabitatmapperLarvaeCount': '0', 'mosquitohabitatmapperMosquitoEggs': None, 'mosquitohabitatmapperMosquitoEggCount': None, 'mosquitohabitatmapperGenus': None, 'mosquitohabitatmapperWaterSource': 'ovitrap', 'mosquitohabitatmapperMosquitoAdults': None, 'mosquitohabitatmapperSpecies': None, 'mosquitohabitatmapperComments': None, 'mosquitohabitatmapperMosquitoPupae': False, 'mosquitohabitatmapperWaterSourcePhotoUrls': 'https://data.globe.gov/system/photos/2020/06/30/1726269/original.jpg', 'mosquitohabitatmapperDataSource': 'GLOBE Observer App', 'mosquitohabitatmapperLarvaFullBodyPhotoUrls': None, 'mosquitohabitatmapperMeasurementLatitude': 50.1345, 'mosquitohabitatmapperLastIdentifyStage': 'identify', 'mosquitohabitatmapperWaterSourceType': 'container: artificial', 'mosquitohabitatmapperMosquitoHabitatMapperId': 24005, 'mosquitohabitatmapperMeasurementLongitude': 8.6677}",122.5,50.134156,8.666981,2020-06-30,,True,,GLOBE Observer App,,,,0,identify,2020-06-30T18:18:00,0,50.1345,8.6677,,,,24005,False,,67145371,ovitrap,https://data.globe.gov/system/photos/2020/06/30/1726269/original.jpg,container: artificial,17327168,Germany Citizen Science,163745678,mosquito_habitat_mapper,2020-07-18T21:00:08,202283,32UMA762536,2020-07-01T13:40:47
15,,,2020-06-30T18:20:02,"{'mosquitohabitatmapperBreedingGroundEliminated': True, 'mosquitohabitatmapperExtraData': None, 'mosquitohabitatmapperAbdomenCloseupPhotoUrls': None, 'mosquitohabitatmapperMeasuredAt': '2020-06-30T18:34:00', 'mosquitohabitatmapperMeasurementElevation': 0, 'mosquitohabitatmapperUserid': 67145371, 'mosquitohabitatmapperLarvaeCount': '0', 'mosquitohabitatmapperMosquitoEggs': None, 'mosquitohabitatmapperMosquitoEggCount': None, 'mosquitohabitatmapperGenus': None, 'mosquitohabitatmapperWaterSource': 'ovitrap', 'mosquitohabitatmapperMosquitoAdults': None, 'mosquitohabitatmapperSpecies': None, 'mosquitohabitatmapperComments': None, 'mosquitohabitatmapperMosquitoPupae': False, 'mosquitohabitatmapperWaterSourcePhotoUrls': 'https://data.globe.gov/system/photos/2020/06/30/1726440/original.jpg', 'mosquitohabitatmapperDataSource': 'GLOBE Observer App', 'mosquitohabitatmapperLarvaFullBodyPhotoUrls': None, 'mosquitohabitatmapperMeasurementLatitude': 50.1348, 'mosquitohabitatmapperLastIdentifyStage': 'identify', 'mosquitohabitatmapperWaterSourceType': 'container: artificial', 'mosquitohabitatmapperMosquitoHabitatMapperId': 24008, 'mosquitohabitatmapperMeasurementLongitude': 8.6673}",122.5,50.134156,8.666981,2020-06-30,,True,,GLOBE Observer App,,,,0,identify,2020-06-30T18:34:00,0,50.1348,8.6673,,,,24008,False,,67145371,ovitrap,https://data.globe.gov/system/photos/2020/06/30/1726440/original.jpg,container: artificial,17327168,Germany Citizen Science,163745678,mosquito_habitat_mapper,2020-07-18T21:00:08,202283,32UMA762536,2020-07-01T13:40:47
16,,,2020-07-07T20:10:05,"{'mosquitohabitatmapperBreedingGroundEliminated': True, 'mosquitohabitatmapperExtraData': None, 'mosquitohabitatmapperAbdomenCloseupPhotoUrls': None, 'mosquitohabitatmapperMeasuredAt': '2020-07-07T20:04:00', 'mosquitohabitatmapperMeasurementElevation': 0, 'mosquitohabitatmapperUserid': 67145371, 'mosquitohabitatmapperLarvaeCount': '0', 'mosquitohabitatmapperMosquitoEggs': None, 'mosquitohabitatmapperMosquitoEggCount': None, 'mosquitohabitatmapperGenus': None, 'mosquitohabitatmapperWaterSource': 'ovitrap', 'mosquitohabitatmapperMosquitoAdults': None, 'mosquitohabitatmapperSpecies': None, 'mosquitohabitatmapperComments': None, 'mosquitohabitatmapperMosquitoPupae': False, 'mosquitohabitatmapperWaterSourcePhotoUrls': 'https://data.globe.gov/system/photos/2020/07/07/1742285/original.jpg', 'mosquitohabitatmapperDataSource': 'GLOBE Observer App', 'mosquitohabitatmapperLarvaFullBodyPhotoUrls': None, 'mosquitohabitatmapperMeasurementLatitude': 50.1348, 'mosquitohabitatmapperLastIdentifyStage': 'identify', 'mosquitohabitatmapperWaterSourceType': 'container: artificial', 'mosquitohabitatmapperMosquitoHabitatMapperId': 24370, 'mosquitohabitatmapperMeasurementLongitude': 8.6673}",122.5,50.134156,8.666981,2020-07-07,,True,,GLOBE Observer App,,,,0,identify,2020-07-07T20:04:00,0,50.1348,8.6673,,,,24370,False,,67145371,ovitrap,https://data.globe.gov/system/photos/2020/07/07/1742285/original.jpg,container: artificial,17327168,Germany Citizen Science,163773024,mosquito_habitat_mapper,2020-07-18T21:00:08,202283,32UMA762536,2020-07-07T21:05:09
17,,,2020-06-11T12:05:02,"{'mosquitohabitatmapperBreedingGroundEliminated': True, 'mosquitohabitatmapperExtraData': None, 'mosquitohabitatmapperAbdomenCloseupPhotoUrls': None, 'mosquitohabitatmapperMeasuredAt': '2020-06-11T11:55:00', 'mosquitohabitatmapperMeasurementElevation': 0, 'mosquitohabitatmapperUserid': 67145371, 'mosquitohabitatmapperLarvaeCount': '0', 'mosquitohabitatmapperMosquitoEggs': None, 'mosquitohabitatmapperMosquitoEggCount': None, 'mosquitohabitatmapperGenus': None, 'mosquitohabitatmapperWaterSource': 'ovitrap', 'mosquitohabitatmapperMosquitoAdults': None, 'mosquitohabitatmapperSpecies': None, 'mosquitohabitatmapperComments': None, 'mosquitohabitatmapperMosquitoPupae': False, 'mosquitohabitatmapperWaterSourcePhotoUrls': 'https://data.globe.gov/system/photos/2020/06/11/1677089/original.jpg', 'mosquitohabitatmapperDataSource': 'GLOBE Observer App', 'mosquitohabitatmapperLarvaFullBodyPhotoUrls': None, 'mosquitohabitatmapperMeasurementLatitude': 50.1335, 'mosquitohabitatmapperLastIdentifyStage': 'identify', 'mosquitohabitatmapperWaterSourceType': 'container: artificial', 'mosquitohabitatmapperMosquitoHabitatMapperId': 22995, 'mosquitohabitatmapperMeasurementLongitude': 8.6639}",121.6,50.133244,8.66279,2020-06-11,,True,,GLOBE Observer App,,,,0,identify,2020-06-11T11:55:00,0,50.1335,8.6639,,,,22995,False,,67145371,ovitrap,https://data.globe.gov/system/photos/2020/06/11/1677089/original.jpg,container: artificial,17327168,Germany Citizen Science,163664240,mosquito_habitat_mapper,2020-07-18T21:00:08,202284,32UMA759535,2020-06-14T22:35:06
18,,,2020-06-16T17:10:03,"{'mosquitohabitatmapperBreedingGroundEliminated': True, 'mosquitohabitatmapperExtraData': None, 'mosquitohabitatmapperAbdomenCloseupPhotoUrls': None, 'mosquitohabitatmapperMeasuredAt': '2020-06-16T17:02:00', 'mosquitohabitatmapperMeasurementElevation': 0, 'mosquitohabitatmapperUserid': 67145371, 'mosquitohabitatmapperLarvaeCount': '0', 'mosquitohabitatmapperMosquitoEggs': None, 'mosquitohabitatmapperMosquitoEggCount': None, 'mosquitohabitatmapperGenus': None, 'mosquitohabitatmapperWaterSource': 'ovitrap', 'mosquitohabitatmapperMosquitoAdults': None, 'mosquitohabitatmapperSpecies': None, 'mosquitohabitatmapperComments': None, 'mosquitohabitatmapperMosquitoPupae': False, 'mosquitohabitatmapperWaterSourcePhotoUrls': 'https://data.globe.gov/system/photos/2020/06/16/1690862/original.jpg', 'mosquitohabitatmapperDataSource': 'GLOBE Observer App', 'mosquitohabitatmapperLarvaFullBodyPhotoUrls': None, 'mosquitohabitatmapperMeasurementLatitude': 50.1335, 'mosquitohabitatmapperLastIdentifyStage': 'identify', 'mosquitohabitatmapperWaterSourceType': 'container: artificial', 'mosquitohabitatmapperMosquitoHabitatMapperId': 23193, 'mosquitohabitatmapperMeasurementLongitude': 8.664}",121.6,50.133244,8.66279,2020-06-16,,True,,GLOBE Observer App,,,,0,identify,2020-06-16T17:02:00,0,50.1335,8.664,,,,23193,False,,67145371,ovitrap,https://data.globe.gov/system/photos/2020/06/16/1690862/original.jpg,container: artificial,17327168,Germany Citizen Science,163685285,mosquito_habitat_mapper,2020-07-18T21:00:08,202284,32UMA759535,2020-06-17T14:10:39
19,,,2020-06-23T16:00:03,"{'mosquitohabitatmapperBreedingGroundEliminated': True, 'mosquitohabitatmapperExtraData': None, 'mosquitohabitatmapperAbdomenCloseupPhotoUrls': None, 'mosquitohabitatmapperMeasuredAt': '2020-06-23T15:57:00', 'mosquitohabitatmapperMeasurementElevation': 0, 'mosquitohabitatmapperUserid': 67145371, 'mosquitohabitatmapperLarvaeCount': '0', 'mosquitohabitatmapperMosquitoEggs': None, 'mosquitohabitatmapperMosquitoEggCount': None, 'mosquitohabitatmapperGenus': None, 'mosquitohabitatmapperWaterSource': 'ovitrap', 'mosquitohabitatmapperMosquitoAdults': None, 'mosquitohabitatmapperSpecies': None, 'mosquitohabitatmapperComments': None, 'mosquitohabitatmapperMosquitoPupae': False, 'mosquitohabitatmapperWaterSourcePhotoUrls': 'https://data.globe.gov/system/photos/2020/06/23/1708623/original.jpg', 'mosquitohabitatmapperDataSource': 'GLOBE Observer App', 'mosquitohabitatmapperLarvaFullBodyPhotoUrls': None, 'mosquitohabitatmapperMeasurementLatitude': 50.1335, 'mosquitohabitatmapperLastIdentifyStage': 'identify', 'mosquitohabitatmapperWaterSourceType': 'container: artificial', 'mosquitohabitatmapperMosquitoHabitatMapperId': 23656, 'mosquitohabitatmapperMeasurementLongitude': 8.664}",121.6,50.133244,8.66279,2020-06-23,,True,,GLOBE Observer App,,,,0,identify,2020-06-23T15:57:00,0,50.1335,8.664,,,,23656,False,,67145371,ovitrap,https://data.globe.gov/system/photos/2020/06/23/1708623/original.jpg,container: artificial,17327168,Germany Citizen Science,163715623,mosquito_habitat_mapper,2020-07-18T21:00:08,202284,32UMA759535,2020-06-25T16:20:32
20,,,2020-06-30T18:40:06,"{'mosquitohabitatmapperBreedingGroundEliminated': True, 'mosquitohabitatmapperExtraData': None, 'mosquitohabitatmapperAbdomenCloseupPhotoUrls': None, 'mosquitohabitatmapperMeasuredAt': '2020-06-30T18:35:00', 'mosquitohabitatmapperMeasurementElevation': 0, 'mosquitohabitatmapperUserid': 67145371, 'mosquitohabitatmapperLarvaeCount': '0', 'mosquitohabitatmapperMosquitoEggs': None, 'mosquitohabitatmapperMosquitoEggCount': None, 'mosquitohabitatmapperGenus': None, 'mosquitohabitatmapperWaterSource': 'ovitrap', 'mosquitohabitatmapperMosquitoAdults': None, 'mosquitohabitatmapperSpecies': None, 'mosquitohabitatmapperComments': None, 'mosquitohabitatmapperMosquitoPupae': False, 'mosquitohabitatmapperWaterSourcePhotoUrls': 'https://data.globe.gov/system/photos/2020/06/30/1726441/original.jpg', 'mosquitohabitatmapperDataSource': 'GLOBE Observer App', 'mosquitohabitatmapperLarvaFullBodyPhotoUrls': None, 'mosquitohabitatmapperMeasurementLatitude': 50.1334, 'mosquitohabitatmapperLastIdentifyStage': 'identify', 'mosquitohabitatmapperWaterSourceType': 'container: artificial', 'mosquitohabitatmapperMosquitoHabitatMapperId': 24009, 'mosquitohabitatmapperMeasurementLongitude': 8.6639}",121.6,50.133244,8.66279,2020-06-30,,True,,GLOBE Observer App,,,,0,identify,2020-06-30T18:35:00,0,50.1334,8.6639,,,,24009,False,,67145371,ovitrap,https://data.globe.gov/system/photos/2020/06/30/1726441/original.jpg,container: artificial,17327168,Germany Citizen Science,163745868,mosquito_habitat_mapper,2020-07-18T21:00:08,202284,32UMA759535,2020-07-01T13:40:32
21,,,2020-07-07T20:15:02,"{'mosquitohabitatmapperBreedingGroundEliminated': True, 'mosquitohabitatmapperExtraData': None, 'mosquitohabitatmapperAbdomenCloseupPhotoUrls': None, 'mosquitohabitatmapperMeasuredAt': '2020-07-07T20:09:00', 'mosquitohabitatmapperMeasurementElevation': 0, 'mosquitohabitatmapperUserid': 67145371, 'mosquitohabitatmapperLarvaeCount': '0', 'mosquitohabitatmapperMosquitoEggs': None, 'mosquitohabitatmapperMosquitoEggCount': None, 'mosquitohabitatmapperGenus': None, 'mosquitohabitatmapperWaterSource': 'ovitrap', 'mosquitohabitatmapperMosquitoAdults': None, 'mosquitohabitatmapperSpecies': None, 'mosquitohabitatmapperComments': None, 'mosquitohabitatmapperMosquitoPupae': False, 'mosquitohabitatmapperWaterSourcePhotoUrls': 'https://data.globe.gov/system/photos/2020/07/07/1742296/original.jpg; https://data.globe.gov/system/photos/2020/07/07/1742297/original.jpg', 'mosquitohabitatmapperDataSource': 'GLOBE Observer App', 'mosquitohabitatmapperLarvaFullBodyPhotoUrls': None, 'mosquitohabitatmapperMeasurementLatitude': 50.1335, 'mosquitohabitatmapperLastIdentifyStage': 'identify', 'mosquitohabitatmapperWaterSourceType': 'container: artificial', 'mosquitohabitatmapperMosquitoHabitatMapperId': 24373, 'mosquitohabitatmapperMeasurementLongitude': 8.664}",121.6,50.133244,8.66279,2020-07-07,,True,,GLOBE Observer App,,,,0,identify,2020-07-07T20:09:00,0,50.1335,8.664,,,,24373,False,,67145371,ovitrap,https://data.globe.gov/system/photos/2020/07/07/1742296/original.jpg; https://data.globe.gov/system/photos/2020/07/07/1742297/original.jpg,container: artificial,17327168,Germany Citizen Science,163773108,mosquito_habitat_mapper,2020-07-18T21:00:08,202284,32UMA759535,2020-07-07T20:30:04
